"idade_posse","valor_total_declarado","nome_completo","municipio","partido","uf_nascimento","genero","grau_instrucao","estado_civil","declar_racial","reeleicao","declar_bens","situacao"
"48","500","ROGERIO LIMA DA SILVA","TERRA ALTA","PTB","PA","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","SOLTEIRO(A)","PARDA","S","S","NÃO ELEITO"
"54","10140.34","JOÃO COSTA BARROS","BARCARENA","PT","PA","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)","PRETA","N","S","NÃO ELEITO"
"48","89247.95","EDUARDA DE NAZARE PENA GRAIM","BELÉM","PL","PA","FEMININO","ENSINO MÉDIO COMPLETO","CASADO(A)","BRANCA","N","S","NÃO ELEITO"
"51","1350","SANDRA GEORGETE DOS SANTOS AMORIM","BARCARENA","PV","PA","FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","INDÍGENA","N","S","NÃO ELEITO"
"56","2718.5","ILDIOMAR LOPES PIRES","OURILÂNDIA DO NORTE","PSC","TO","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","DIVORCIADO(A)","PARDA","N","S","NÃO ELEITO"
"51","2000","JOÃO CLEUTON BARROS","PARAGOMINAS","PSB","MA","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","BRANCA","N","S","NÃO ELEITO"
"48","4540","VALDEMAR CARDOSO DE ANDRADE","CURUÁ","PSDB","PA","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"47","500","BENEDITO PANTOJA PIMENTEL","IGARAPÉ-MIRI","PL","PA","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)","PARDA","N","N","NÃO ELEITO"
"48","4299.5","JOSE ROBERTO SANTOS CORREA","IGARAPÉ-MIRI","MDB","PA","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","SOLTEIRO(A)","PARDA","S","S","ELEITO"
"48","2419","HILDO DA COSTA ALBUQUERQUE","ABAETETUBA","PL","PA","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PRETA","N","S","NÃO ELEITO"
"50","3645","LEONICE SILVA CASTRO","BARCARENA","MDB","PA","FEMININO","ENSINO MÉDIO COMPLETO","DIVORCIADO(A)","PARDA","N","S","NÃO ELEITO"
"46","1200","MARILENE SILVA DE ARAUJO","IGARAPÉ-AÇU","REPUBLICANOS","PA","FEMININO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"50","844.27","FRANCISCO DE ASSIS RAMOS DA SILVA","NOVA TIMBOTEUA","PT","PA","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"48","22","AJAX VANTUIR COSTA MACHADO","BELÉM","PSOL","PA","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"53","2584","ANGELA MARIA MAUES CORREA","IGARAPÉ-MIRI","MDB","PA","FEMININO","ENSINO MÉDIO COMPLETO","DIVORCIADO(A)","PARDA","S","S","ELEITO"
"50","264","ADRIANA DO SOCORRO BARRETO DOS REIS MENDES","TAILÂNDIA","PSB","PA","FEMININO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"46","459.6","SALOMAO BARRADAS DE SOUSA","SENADOR JOSÉ PORFÍRIO","PSDB","PA","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","PRETA","N","S","NÃO ELEITO"
"49","500","JOÃO PEREIRA DA SILVA","ALTAMIRA","PTB","MA","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"49","2700","BASTIMEU DA SILVA ALMEIDA GONZALEZ","ALTAMIRA","PSC","PA","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","BRANCA","N","S","NÃO ELEITO"
"45","350","NELCIVALDO JOSE GOES","ALTAMIRA","REPUBLICANOS","PA","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"60","864.6","MARIA ADELIR SAMPAIO DOS SANTOS","SENADOR JOSÉ PORFÍRIO","PSC","PA","FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"47","2700","OZIEL MENDES OLIVEIRA","ALTAMIRA","PSC","PA","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"50","1495","JIOVANA LUNELLI","BRASIL NOVO","PT","SC","FEMININO","SUPERIOR COMPLETO","CASADO(A)","BRANCA","S","S","NÃO ELEITO"
"47","1718","ADEVALDO DA SILVA BRITO","ALTAMIRA","PSD","MA","MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)","PRETA","N","S","ELEITO"
"48","881.9","ODIVALDO PEREIRA MARTINS","MUANÁ","PL","PA","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","S","ELEITO"
"60","3430","MANOEL JOSÉ BRITO DOS SANTOS","GURUPÁ","MDB","PA","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","SOLTEIRO(A)","PARDA","N","S","ELEITO"
"58","9594.93","ALZIRA BRITO DE ARAUJO","BARCARENA","PSC","PA","FEMININO","SUPERIOR COMPLETO","VIÚVO(A)","PARDA","N","S","NÃO ELEITO"
"47","2000","MARTA DIAS DOS SANTOS","BARCARENA","PV","PA","FEMININO","SUPERIOR INCOMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"49","1000","ELINALDO OLIVEIRA DA SILVA","SANTA BÁRBARA DO PARÁ","PP","MA","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"49","1200","MANOEL FERREIRA DE FIGUEIREDO JUNIOR","ORIXIMINÁ","MDB","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","N","NÃO ELEITO"
"49","649.12","EURIDSON WAGNER CORREA VULCAO","JACUNDÁ","PSL","PA","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","BRANCA","N","S","NÃO ELEITO"
"53","1522.66","ARLENE BRAGA DA SILVA","SÃO FÉLIX DO XINGU","PSD","PA","FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PRETA","N","N","NÃO ELEITO"
"50","740","ELISEU PEREIRA DA SILVA","MEDICILÂNDIA","PSC","PR","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","SOLTEIRO(A)","BRANCA","N","S","NÃO ELEITO"
"46","1000","ARISTOTELES JOSE VALCACIO","PARAGOMINAS","PDT","PA","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","S","ELEITO"
"51","6660","ANTONIO DEMILTON DOS SANTOS","ANAPU","PSDB","TO","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"49","9998.5","ROSENIR AMADOR DE OLIVEIRA","CASTANHAL","CIDADANIA","PA","FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"50","6000","LUCIENI ALVES BERNANDO","MÃE DO RIO","PATRIOTA","PA","FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"49","230","FRANCISCO DIAS CAVALCANTE","SOURE","PRTB","AP","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"55","5000","LINEU ANTONIO SARTURI","BELTERRA","DEM","RS","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","BRANCA","N","S","ELEITO"
"50","1430.02","PAULO CESAR BRAGA DA SILVA","MARAPANIM","DEM","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","ELEITO"
"50","5547","ODILSON DE JESUS SILVA MORAES","ABAETETUBA","PSOL","PA","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"51","3000","FRANCISCA DO SOCORRO SILVA PINHEIRO","ABAETETUBA","REPUBLICANOS","PA","FEMININO","SUPERIOR COMPLETO","CASADO(A)","BRANCA","N","N","NÃO ELEITO"
"50","4406","MANUEL PEREIRA BRASIL","BELÉM","PODE","PA","MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)","BRANCA","N","N","NÃO ELEITO"
"53","15527.33","LUIS FERNANDO CARVALHO LIMA","ANANINDEUA","PSC","PA","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","S","ELEITO"
"51","2150","ELIZA SANTOS DA SILVA","TAILÂNDIA","PSDB","PA","FEMININO","SUPERIOR COMPLETO","CASADO(A)","PRETA","N","S","NÃO ELEITO"
"48","1300","KEDSON GLAY FERREIRA DE ANDRADE","ÓBIDOS","PSC","PA","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","S","S","NÃO ELEITO"
"51","1337","MANOEL DOMINGOS RODRIGUES DE LIMA","CURRALINHO","MDB","PA","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","SOLTEIRO(A)","PARDA","S","S","ELEITO"
"52","1573.5","SILVANA NASCIMENTO BENIGNO","ANANINDEUA","PDT","PA","FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"49","5700","NAZARE SIMONE RODRIGUES ARAUJO","BELÉM","PSC","PA","FEMININO","ENSINO FUNDAMENTAL INCOMPLETO","CASADO(A)","PARDA","N","N","NÃO ELEITO"
"46","3419.9","DOMINGOS DA CONCEIÇÃO COSTA","JACUNDÁ","PATRIOTA","MA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","N","NÃO ELEITO"
"52","2551.42","LAERCIO MARTINS DOS SANTOS","MOJU","PL","PA","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"47","300","FRANCINALDO CARDOSO FEIO","PORTEL","PL","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"55","556.21","VANEIDE GONÇALVES SANTOS","BARCARENA","PV","PA","FEMININO","SUPERIOR COMPLETO","VIÚVO(A)","PARDA","N","S","NÃO ELEITO"
"49","6275.9","HEBER RICHES MEDEIROS BRITO","ANANINDEUA","PSC","PA","MASCULINO","SUPERIOR INCOMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"48","1245","CRISTIANE SILVA DE PAULA","BENEVIDES","REPUBLICANOS","PA","FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"49","89994","ROBERTO SANDRO CARDOSO MONTEIRO","BELÉM","AVANTE","PA","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","N","NÃO ELEITO"
"56","2718.5","MARIA JOSE PEREIRA DOS SANTOS","OURILÂNDIA DO NORTE","PSC","GO","FEMININO","ENSINO FUNDAMENTAL INCOMPLETO","VIÚVO(A)","PARDA","N","S","NÃO ELEITO"
"52","5702.8","ELEN HILDA FARIAS DOS SANTOS","ANANINDEUA","PT","PA","FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PRETA","N","S","NÃO ELEITO"
"51","6310","ERIMAR MORAES SÁ","ANANINDEUA","PATRIOTA","PA","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"46","3615","RAIMUNDO EDSON DUARTE MALCHER","MOJU","MDB","PA","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","S","ELEITO"
"52","165","ADIVALDO BORGES DA SILVA","CURRALINHO","PL","PA","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"47","23450","SILVIO ALVES COELHO","SÃO FÉLIX DO XINGU","PSC","PA","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","PARDA","S","S","NÃO ELEITO"
"50","1820.4","BENEDITO  DA COSTA ARAUJO NETO","NOVA ESPERANÇA DO PIRIÁ","PL","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","BRANCA","S","S","ELEITO"
"46","1850","RAIMUNDO TRINDADE SODRE LOPES","SÃO MIGUEL DO GUAMÁ","MDB","PA","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PARDA","N","S","ELEITO"
"46","2680","EVANDECLEY DA SILVA SOUSA","SANTA MARIA DO PARÁ","PSD","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","BRANCA","S","S","ELEITO"
"47","1487.68","VERA MARIA PEREIRA DE ANDRADE","IRITUIA","MDB","PA","FEMININO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","N","NÃO ELEITO"
"47","1000","MANOEL PERES DA SILVA CASTRO","MOJU","PSC","PA","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"52","2676","ANTONIO VITALINO DO BOMFIM","GARRAFÃO DO NORTE","PL","MA","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","PARDA","N","S","ELEITO"
"46","2000","UBIRACI DOS SANTOS","MOJU","PSC","PA","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","PRETA","N","S","NÃO ELEITO"
"53","1000","MARIA DE NAZARÉ NATIVIDADE DE MORAES","MOJU","PSC","PA","FEMININO","ENSINO MÉDIO COMPLETO","VIÚVO(A)","PRETA","N","S","NÃO ELEITO"
"51","1200","HOZANA FEITOSA MONTEIRO","MÃE DO RIO","PATRIOTA","MA","FEMININO","ENSINO MÉDIO INCOMPLETO","SOLTEIRO(A)","BRANCA","N","S","NÃO ELEITO"
"57","1045","MARIA DA CONCEIÇÃO PEREIRA CORREA","SOURE","PL","PA","FEMININO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)","PRETA","S","S","NÃO ELEITO"
"46","1000","JOSÉ PEREIRA DOS SANTOS","BENEVIDES","PSC","PA","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PRETA","N","S","NÃO ELEITO"
"45","3327.67","OSNI DE JESUS DA SILVA OLIVEIRA","SÃO DOMINGOS DO CAPIM","PP","PA","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","BRANCA","S","N","NÃO ELEITO"
"47","360","DERIVALDO DE ALMEIDA PIEDADE","SÃO DOMINGOS DO CAPIM","PL","PA","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"47","2704.67","ANTONIO SERGIO DO NASCIMENTO BATISTA","SÃO DOMINGOS DO CAPIM","PT","PA","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","PARDA","S","S","NÃO ELEITO"
"48","1340","CARLOS ALBERTO DOS SANTOS","AURORA DO PARÁ","MDB","PA","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"47","5360","CHARLES WAGNER ALVES RIBEIRO","PAU D ARCO","PSD","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"46","2600","EDIMILSON DO ROSARIO QUEIROZ","IGARAPÉ-AÇU","REPUBLICANOS","PA","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"48","594.27","ANTONIO UELIVO PINHEIRO","VIGIA","PT","CE","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","BRANCA","N","S","NÃO ELEITO"
"57","45000","ANGELA MARIA MORAES DOS SANTOS","BELÉM","MDB","PA","FEMININO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"49","269.9","MARCO ANTONIO PAULINO DA CUNHA","SANTA LUZIA DO PARÁ","PL","PA","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","BRANCA","N","S","NÃO ELEITO"
"49","1055.95","LAUDIVAN SILVA DIAS","ANANINDEUA","REPUBLICANOS","MA","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"46","3120","GEANNY CARLOS PEREIRA MACHADO","BREVES","PSB","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"49","1619.7","OSCAR BORGES DA COSTA","BREVES","PSD","PA","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","SOLTEIRO(A)","PARDA","N","N","NÃO ELEITO"
"46","600","WILLDGLAND PEREIRA  DE ARRUDA","RONDON DO PARÁ","PSL","MA","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","BRANCA","N","S","NÃO ELEITO"
"52","5000","MARIA DAS GRAÇAS GONÇALVES DE AGUIAR","RONDON DO PARÁ","PSDB","ES","FEMININO","SUPERIOR COMPLETO","CASADO(A)","PARDA","N","N","NÃO ELEITO"
"66","5000","MARGARIDA SILVA FERREIRA","REDENÇÃO","PSL","PI","FEMININO","LÊ E ESCREVE","CASADO(A)","BRANCA","N","S","NÃO ELEITO"
"56","4898.6","IDALINDA DIAS RAMOS","BAIÃO","PT","PA","FEMININO","SUPERIOR INCOMPLETO","SOLTEIRO(A)","BRANCA","N","S","NÃO ELEITO"
"50","2250","LUCIENE DA PAZ VIEIRA","RONDON DO PARÁ","DEM","BA","FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)","BRANCA","N","S","NÃO ELEITO"
"47","3000","ADELSON RODRIGUES SILVA","CURIONÓPOLIS","PSD","PA","MASCULINO","SUPERIOR INCOMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"49","6855.95","MARIA DO CARMO PAIXÃO TEIXEIRA","ANANINDEUA","REPUBLICANOS","PA","FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"50","179","ANTONIO MARCOS COSTA DO Ó","SOURE","PRTB","PA","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","N","NÃO ELEITO"
"49","1150","IVANILDO MORAIS SABATINGA","CAPANEMA","DEM","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"44","2330","ROSENILDO FREITAS DE SOUZA","TAILÂNDIA","PODE","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","S","S","NÃO ELEITO"
"49","1681.65","NILTON CÉSAR FERREIRA ARAÚJO","REDENÇÃO","CIDADANIA","MA","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","BRANCA","N","S","ELEITO"
"49","1030","LUZAMOR PEREIRA GOMES","PAU D ARCO","SOLIDARIEDADE","PA","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","PARDA","S","S","NÃO ELEITO"
"48","6045","LUIZ CLAUDIO SANTOS LEMOS","ITAITUBA","PTB","PA","FEMININO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"47","3150","CLEONICE BRITO DA SILVA","SANTANA DO ARAGUAIA","PL","PA","FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"50","59039.85","FABIO JORGE CARVALHO DE SOUZA","BELÉM","PSB","PA","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","BRANCA","N","S","ELEITO"
"52","3268.44","CONSTANCIA DE ALMEIDA TRINDADE","IGARAPÉ-MIRI","PT","PA","FEMININO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","PRETA","N","S","NÃO ELEITO"
"49","1235","ELY BAIA BARROSO","IGARAPÉ-MIRI","PC do B","PA","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","SOLTEIRO(A)","BRANCA","N","S","NÃO ELEITO"
"48","3040","SANDRO MARCELO GODINHO VINAGRE","VIGIA","PSDB","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","S","S","ELEITO"
"50","12000","MARIA BERNADETE SANTOS DE OLIVEIRA","BELÉM","REPUBLICANOS","PA","FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)","BRANCA","N","S","NÃO ELEITO"
"51","1000","JOSÉ ROBERTO MORAES DA SILVA","LIMOEIRO DO AJURU","PSDB","PA","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","PARDA","S","S","NÃO ELEITO"
"52","15634.4","EFRAIN NONATO SILVA DE SOUSA","ANANINDEUA","PSC","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"49","1090","EDIVAN ANDRADE DA SILVA","MOJUÍ DOS CAMPOS","REPUBLICANOS","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"53","15000","ELIZABETH CARVALHO DE MELO","NOVO REPARTIMENTO","PC do B","PA","FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)","BRANCA","N","S","NÃO ELEITO"
"50","5664.1","PAULO SERGIO DE ALMEIDA CORREA","IGARAPÉ-MIRI","PT","PA","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","BRANCA","N","S","NÃO ELEITO"
"48","900","RIDEVALDO ROCHA BARROS","MEDICILÂNDIA","PDT","ES","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","BRANCA","N","S","NÃO ELEITO"
"42","3375.32","WIRATON RESENDE DA SILVA","SANTA MARIA DAS BARREIRAS","PSL","DF","MASCULINO","SUPERIOR INCOMPLETO","CASADO(A)","PARDA","N","S","ELEITO"
"45","5279","HUMBERTO ABREU BARBOSA","TUCUMÃ","PSD","AC","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","BRANCA","N","S","NÃO ELEITO"
"64","6714.73","JÚLIO PINTO SOUSA","CURIONÓPOLIS","CIDADANIA","MA","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","CASADO(A)","PRETA","N","S","NÃO ELEITO"
"49","2103.9","WANDERLEY FRANCISCO DE SOUSA","TUCUMÃ","DEM","PR","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","BRANCA","N","S","NÃO ELEITO"
"47","10146","DARLAN PROTAZIO LAGO","GOIANÉSIA DO PARÁ","AVANTE","MA","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","BRANCA","S","S","ELEITO"
"49","8049","DOMINGOS VIEIRA DA CONCEIÇÃO","JACUNDÁ","PT","MA","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"47","800","NELCI PEREIRA DE CARVALHO","SÃO FÉLIX DO XINGU","PT","MG","MASCULINO","LÊ E ESCREVE","CASADO(A)","BRANCA","N","S","NÃO ELEITO"
"47","200","VALCINEIDE LIRA CARRERA","MARACANÃ","PL","PA","FEMININO","SUPERIOR COMPLETO","CASADO(A)","BRANCA","N","S","NÃO ELEITO"
"48","3110","VALDIVANIA LIRA REIS","CASTANHAL","PSC","PA","FEMININO","SUPERIOR COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"49","800","PEDRO CARLOS DA COSTA","TRACUATEUA","MDB","PA","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"62","1100","ROSINETE LUZ MORAES","SANTANA DO ARAGUAIA","PSB","MA","FEMININO","ENSINO MÉDIO INCOMPLETO","VIÚVO(A)","PARDA","N","S","NÃO ELEITO"
"44","3720","ALINE GISELE SOUZA DE OLIVEIRA SILVA","MARITUBA","PSD","PA","FEMININO","SUPERIOR COMPLETO","CASADO(A)","BRANCA","N","S","NÃO ELEITO"
"48","500","IVANILDO VIEIRA DOS SANTOS","AURORA DO PARÁ","PSD","PA","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"63","330","ROSANGELA APARECIDA DAYRELL SOUSA","TAILÂNDIA","MDB","MG","FEMININO","SUPERIOR COMPLETO","CASADO(A)","BRANCA","N","S","NÃO ELEITO"
"45","4953.5","ERLON WERTON FEITOSA","IGARAPÉ-AÇU","REPUBLICANOS","PA","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PARDA","N","S","ELEITO"
"51","1000","MARIZETE DE SOUSA BARBOSA","VIGIA","PSDB","PA","FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"46","906.8","GLAILSON LIMA DUARTE","SANTA MARIA DO PARÁ","PSC","PA","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","SOLTEIRO(A)","PARDA","N","S","ELEITO"
"49","594.27","JUDASIO NUNES DA SILVA","SANTA BÁRBARA DO PARÁ","PT","PI","MASCULINO","ENSINO MÉDIO COMPLETO","DIVORCIADO(A)","PARDA","N","S","NÃO ELEITO"
"52","1153.35","JOAQUIM DE OLIVEIRA FIGUEIREDO","SANTA MARIA DO PARÁ","PSD","PA","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)","BRANCA","N","S","NÃO ELEITO"
"46","1080","MARIA ZELIA SILVA FARIAS","GARRAFÃO DO NORTE","PL","CE","FEMININO","SUPERIOR COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"47","758.7","ANA LUCIA DO CARMO MAGALHAES","MÃE DO RIO","PSC","PA","FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)","PARDA","N","N","NÃO ELEITO"
"48","1160","GIVANILDO PEREIRA DOS SANTOS","MOJU","PDT","PA","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"45","70.45","FRANCISCO JOSE LIMA DA SILVA","IPIXUNA DO PARÁ","DC","PA","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"46","3000","SILVANE OLIVEIRA TRINDADE","VIGIA","PSD","PA","FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"50","3000","NIERCIO RAMOS BASTOS","SALVATERRA","SOLIDARIEDADE","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"50","370","JOSE ORLANDO FERREIRA GOMES","MEDICILÂNDIA","PSB","MA","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
"47","5711.65","WELTON MARLON DA SILVA COSTA","CASTANHAL","PSC","PA","MASCULINO","SUPERIOR INCOMPLETO","CASADO(A)","PARDA","N","S","ELEITO"
"46","883.7","JOSÉ JOCY BARROS ARAUJO","SANTA LUZIA DO PARÁ","MDB","PA","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
"47","1842.5","DACIVALDO FERREIRA DOS SANTOS","INHANGAPI","PDT","PA","MASCULINO","ENSINO MÉDIO INCOMPLETO","SOLTEIRO(A)","PRETA","N","S","NÃO ELEITO"
"49","435.75","RAIMUNDA LIMA DA CRUZ","MÃE DO RIO","MDB","PA","FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
